gene,condition,cluster,manual_annotation,best_described_by,condition_specificity
SP100,Stim48hr,76,EMC complex,EMC complex,Stim48hr
NKX2-3,Stim48hr,76,EMC complex,EMC complex,Stim48hr
RRM2B,Stim48hr,76,EMC complex,EMC complex,Stim48hr
DIS3,Stim48hr,76,EMC complex,EMC complex,Stim48hr
YTHDF2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
CNOT10,Stim48hr,76,EMC complex,EMC complex,Stim48hr
UBE2N,Stim48hr,76,EMC complex,EMC complex,Stim48hr
NXT1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PLEKHA5,Stim48hr,76,EMC complex,EMC complex,Stim48hr
HMGN5,Stim48hr,76,EMC complex,EMC complex,Stim48hr
SINHCAF,Stim48hr,76,EMC complex,EMC complex,Stim48hr
YME1L1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
RASGRP1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PACS2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
DDX42,Stim48hr,76,EMC complex,EMC complex,Stim48hr
DNTTIP1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
SRRD,Stim48hr,76,EMC complex,EMC complex,Stim48hr
POGZ,Stim48hr,76,EMC complex,EMC complex,Stim48hr
BLZF1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
POLDIP3,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ZNF92,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ADNP2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PRPF39,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EMC7,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PSMF1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
TRIP12,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ZNF641,Stim48hr,76,EMC complex,EMC complex,Stim48hr
SCAP,Stim48hr,76,EMC complex,EMC complex,Stim48hr
DEK,Stim48hr,76,EMC complex,EMC complex,Stim48hr
RNFT2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PHF8,Stim48hr,76,EMC complex,EMC complex,Stim48hr
LTB4R,Stim48hr,76,EMC complex,EMC complex,Stim48hr
LZTS1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
DDX39B,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ING3,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ARHGAP30,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PCBP1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
TMEM167A,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PPP1R2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EIF4B,Stim48hr,76,EMC complex,EMC complex,Stim48hr
HAX1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ACYP2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
MBTPS1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EIF3L,Stim48hr,76,EMC complex,EMC complex,Stim48hr
TARDBP,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PDLIM2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
NCDN,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EZH2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EMC3,Stim48hr,76,EMC complex,EMC complex,Stim48hr
DGKZ,Stim48hr,76,EMC complex,EMC complex,Stim48hr
SCD,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ACSL1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
AEBP2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
DDX17,Stim48hr,76,EMC complex,EMC complex,Stim48hr
CD5,Stim48hr,76,EMC complex,EMC complex,Stim48hr
MAPRE3,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PPCDC,Stim48hr,76,EMC complex,EMC complex,Stim48hr
KHDRBS1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
UBAP2L,Stim48hr,76,EMC complex,EMC complex,Stim48hr
RBM5,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PPIH,Stim48hr,76,EMC complex,EMC complex,Stim48hr
PELO,Stim48hr,76,EMC complex,EMC complex,Stim48hr
E2F4,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EMC4,Stim48hr,76,EMC complex,EMC complex,Stim48hr
TIPRL,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EMC6,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EMC2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
GTF3C5,Stim48hr,76,EMC complex,EMC complex,Stim48hr
TFG,Stim48hr,76,EMC complex,EMC complex,Stim48hr
MMGT1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
TPST2,Stim48hr,76,EMC complex,EMC complex,Stim48hr
ZC3HC1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EXOC7,Stim48hr,76,EMC complex,EMC complex,Stim48hr
CNOT4,Stim48hr,76,EMC complex,EMC complex,Stim48hr
SPRING1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
EXOC1,Stim48hr,76,EMC complex,EMC complex,Stim48hr
TIMM10,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
HOXC10,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
TMEM33,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
GCN1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
DDIT4,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RASL11A,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RIPK1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SMAD3,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
NSUN6,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SLTM,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
FRS3,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ATG9A,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
WNT9A,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
PMPCB,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
MAU2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
UTP23,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ADCY4,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
BZW2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SRSF6,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
FKBP2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
H3C11,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RIC8A,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ZNF785,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RP9,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
KAT7,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
AKR1C1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ST7L,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
LBH,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
NRBP1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
GGA3,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
DSEL,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
DDA1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RXRG,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SP3,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
NKX2-2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
LRRC8A,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RC3H1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SLC4A7,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ORC6,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
PDCD10,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ITPR1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
GNAS,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
DOP1B,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
UBA5,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
PAN3,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
PARK7,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
FN3K,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ARID2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
HNRNPD,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
DCK,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RB1CC1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SLC25A27,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
GOLGA8N,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SBDS,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RXRB,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
CTH,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
INSIG1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
GDF11,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
MBD2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ZC3H12A,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
UBE2V2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
TSC1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
DAPK2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
NIPBL,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
JOSD2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
BMP8A,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
MOV10,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SERGEF,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
TSC2,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
PDCL,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
CBFB,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
THRA,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
EIF3K,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
TM2D1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
EXOSC6,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
SRA1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
PSMC1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ATG14,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
TTC4,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
RAF1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
PTPN1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
TP53,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ZCWPW1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ARL1,Stim48hr,77,unknown,"TSC1-TSC2 complex, and Ribosomal S6 kinase, N-terminal catalytic domain",Stim48hr
ZNF148,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
PCBP2,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
HPS1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
MLKL,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
RAB21,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
LAT2,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
DAP,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
PUM1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
HSPH1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
INSR,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
ZMYM2,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
RAD50,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
ZNF649,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
IGF2,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
ZMAT1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
ATM,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
TNNC1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
MPG,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
SEC14L2,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
CCDC12,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
UBXN1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
CLDN5,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
TMEM86A,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
KPNA1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
SMIM7,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
SHLD1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
RHOF,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
NAA40,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
IL4I1,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
IL21,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
USP28,Stim48hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
ZNF148,Stim8hr,78,unknown,"BRCA1-C complex, and NIPBL role in DNA damage - Cornelia de Lange syndrome",across_condition
IRF4,Stim8hr,79,Th17 differentiation,"T-helper 17 cell lineage commitment, and Regulation of TP53 Expression",across_condition
BATF,Stim8hr,79,Th17 differentiation,"T-helper 17 cell lineage commitment, and Regulation of TP53 Expression",across_condition
IPMK,Stim8hr,79,Th17 differentiation,"T-helper 17 cell lineage commitment, and Regulation of TP53 Expression",across_condition
NUP188,Stim8hr,79,Th17 differentiation,"T-helper 17 cell lineage commitment, and Regulation of TP53 Expression",across_condition
STAT3,Stim8hr,79,Th17 differentiation,"T-helper 17 cell lineage commitment, and Regulation of TP53 Expression",across_condition
JUNB,Stim8hr,79,Th17 differentiation,"T-helper 17 cell lineage commitment, and Regulation of TP53 Expression",across_condition
FAM20B,Stim8hr,80,unknown,Vesicle tethering involved in exocytosis,Rest_Stim8hr
BRD1,Stim8hr,80,unknown,Vesicle tethering involved in exocytosis,Rest_Stim8hr
ZC3H10,Stim8hr,80,unknown,Vesicle tethering involved in exocytosis,Rest_Stim8hr
